logdir,hostpair,server,client,bw_limit,repetition,goodput,filesize,server_cpu,server_cpu_avg,client_cpu,client_cpu_avg,server_throughput_outgoing,server_throughput_incoming,client_throughput_outgoing,client_throughput_incoming,client_perf,server_perf,client_ethtool_rx_total_discard_pkts,client_ethtool_tx_total_discard_pkts,client_ethtool_rx_bytes,client_ethtool_tx_bytes,client_ethtool_rx_total_frames,client_ethtool_tx_total_frames,server_ethtool_rx_total_discard_pkts,server_ethtool_tx_total_discard_pkts,server_ethtool_rx_bytes,server_ethtool_tx_bytes,server_ethtool_rx_total_frames,server_ethtool_tx_total_frames,client_netstat_packets_received,client_netstat_packets_to_unknown_port_received,client_netstat_packet_receive_errors,client_netstat_packets_sent,client_netstat_receive_buffer_errors,client_netstat_send_buffer_errors,server_netstat_packets_received,server_netstat_packets_to_unknown_port_received,server_netstat_packet_receive_errors,server_netstat_packets_sent,server_netstat_receive_buffer_errors,server_netstat_send_buffer_errors,client_tc_stats,server_tc_stats,client_runtime
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quiche-goracle,none,12,2950.0261986815703,8589934592.0,,,,,,,,,,,0,0,9221162361,17367539,6605455,205337,0,0,17367267,9221162089,205336,6605454,6605319,0,132,205333,132,0,205333,0,0,350885,0,0,,,23.29453141
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quiche-goracle,none,13,2705.922240054459,8589934592.0,,,,,,,,,,,0,0,9221000334,23791140,6605314,281947,0,0,23791140,9221000334,281947,6605314,6605311,0,0,281944,0,0,281944,0,0,361302,0,0,,,25.39595337
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quiche-goracle,none,14,1057.83271418143,8589934592.0,,,,,,,,,,,0,0,9221726105,135665711,6605837,1625265,0,0,135665711,9221726105,1625265,6605837,6605829,0,0,1625257,0,0,1625257,0,0,1671392,0,0,,,64.962517769
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quiche-goracle,none,15,3084.556762426006,8589934592.0,,,,,,,,,,,0,0,9220990596,17719182,6605308,209522,0,0,17719182,9220990596,209522,6605308,6605291,0,14,209519,14,0,209519,0,0,343739,0,0,,,22.278557664
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quiche-goracle,none,16,3016.3887343519255,8589934592.0,,,,,,,,,,,0,0,9221015482,18477127,6605330,218581,0,0,18477127,9221015482,218581,6605330,6605312,0,15,218578,15,0,218578,0,0,352382,0,0,,,22.782035593
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quiche-goracle,none,17,2912.4680449769526,8589934592.0,,,,,,,,,,,0,0,9221106723,16167325,6605397,190998,0,0,16167325,9221106723,190998,6605397,6605311,0,84,190996,84,0,190996,0,0,293755,0,0,,,23.594929558
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quiche-goracle,none,18,2720.0850015619235,8589934592.0,,,,,,,,,,,0,0,9221433987,33025358,6605709,393792,0,0,33025086,9221433715,393791,6605708,6605386,0,319,393788,319,0,393788,0,0,402923,0,0,,,25.263724309
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quiche-goracle,none,19,3040.424088235265,8589934592.0,,,,,,,,,,,0,0,9221002049,16245504,6605326,191951,0,0,16245232,9221001777,191950,6605325,6605296,0,26,191947,26,0,191947,0,0,339444,0,0,,,22.601938524
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quiche-goracle,none,20,915.9882519613354,8589934592.0,,,,,,,,,,,0,0,9221730357,175310133,6605841,2103828,0,0,175310133,9221730357,2103828,6605841,6605832,0,0,2103819,0,0,2103819,0,0,2137127,0,0,,,75.02222465
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,1,179.37054653160823,209715200.0,,,,,,,,,,,0,0,228899255,695387,154117,8279,0,0,695387,228899527,8279,154118,149210,0,4905,8276,4905,0,8276,0,0,31725,0,0,,,9.353384549
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,2,177.14038889295387,209715200.0,,,,,,,,,,,0,0,228980649,704796,154173,8391,0,0,704796,228980649,8391,154173,149216,0,4954,8388,4954,0,8388,0,0,31885,0,0,,,9.471141334
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,3,178.82543144797174,209715200.0,,,,,,,,,,,0,0,229203652,697853,154326,8303,0,0,698061,229203860,8303,154326,149221,0,5103,8301,5103,0,8301,0,0,30069,0,0,,,9.381895201
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,4,174.47552720267967,209715200.0,,,,,,,,,,,0,0,229064575,714214,154230,8496,0,0,714214,229064575,8496,154230,149213,0,5014,8493,5014,0,8493,0,0,31634,0,0,,,9.615799049
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,5,172.82848191546336,209715200.0,,,,,,,,,,,0,0,229008204,718332,154186,8547,0,0,718332,229008204,8547,154186,149212,0,4972,8545,4972,0,8544,0,0,30792,0,0,,,9.707437044
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,6,177.05009861258546,209715200.0,,,,,,,,,,,0,0,229036625,705343,154207,8397,0,0,705071,229036353,8396,154206,149215,0,4989,8394,4989,0,8394,0,0,31414,0,0,,,9.47597106
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,7,175.07957894200783,209715200.0,,,,,,,,,,,0,0,228746518,711623,154017,8478,0,0,711559,228746454,8477,154016,149214,0,4800,8475,4800,0,8475,0,0,31063,0,0,,,9.582622763
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,8,173.83626424181134,209715200.0,,,,,,,,,,,0,0,229093460,715898,154247,8511,0,0,716170,229093732,8512,154248,149217,0,5029,8510,5029,0,8510,0,0,31484,0,0,,,9.651160213
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,9,181.63944131081857,209715200.0,,,,,,,,,,,0,0,228914573,686416,154150,8167,0,0,686416,228914573,8167,154150,149231,0,4916,8164,4916,0,8164,0,0,30475,0,0,,,9.236548908
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,10,177.25348432736777,209715200.0,,,,,,,,,,,0,0,228869880,703454,154096,8380,0,0,703662,228870088,8380,154096,149215,0,4879,8378,4879,0,8378,0,0,32023,0,0,,,9.465098104
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,11,178.30732338720674,209715200.0,,,,,,,,,,,0,0,228900200,699597,154119,8322,0,0,699597,228900200,8322,154119,149217,0,4900,8320,4900,0,8320,0,0,30653,0,0,,,9.409157499
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,12,178.2726319489516,209715200.0,,,,,,,,,,,0,0,228842371,699936,154093,8336,0,0,699936,228842371,8336,154093,149222,0,4869,8334,4869,0,8333,0,0,32215,0,0,,,9.410988009
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,13,175.6452842198715,209715200.0,,,,,,,,,,,0,0,228953133,710768,154154,8460,0,0,710432,228952797,8458,154152,149215,0,4936,8457,4936,0,8457,0,0,30525,0,0,,,9.551759309
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,14,178.5061830523983,209715200.0,,,,,,,,,,,0,0,228841676,697742,154076,8307,0,0,697678,228841612,8306,154075,149211,0,4862,8304,4862,0,8304,0,0,32034,0,0,,,9.398674974
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,15,169.28420653275055,209715200.0,,,,,,,,,,,0,0,229217889,736613,154337,8750,0,0,736341,229217617,8749,154336,149216,0,5119,8748,5119,0,8748,0,0,31116,0,0,,,9.910680685
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,16,179.76342293780462,209715200.0,,,,,,,,,,,0,0,228778762,693639,154034,8254,0,0,693639,228778762,8254,154034,149217,0,4821,8251,4821,0,8257,0,0,31912,0,0,,,9.332942563
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,17,174.89699119959528,209715200.0,,,,,,,,,,,0,0,229188477,713839,154303,8487,0,0,713567,229188205,8486,154302,149206,0,5094,8484,5094,0,8484,0,0,31427,0,0,,,9.592627413
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,18,176.48748251006003,209715200.0,,,,,,,,,,,0,0,228825558,708375,154070,8429,0,0,708375,228825558,8429,154070,149211,0,4856,8426,4856,0,8426,0,0,32042,0,0,,,9.506178846
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,19,174.65403549521437,209715200.0,,,,,,,,,,,0,0,229098388,713455,154250,8483,0,0,713727,229098660,8484,154251,149214,0,5035,8482,5035,0,8482,0,0,30420,0,0,,,9.605970136
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,aioquic,none,20,179.93736539996056,209715200.0,,,,,,,,,,,0,0,228766997,690765,154024,8231,0,0,690701,228766933,8230,154023,149202,0,4819,8228,4819,0,8228,0,0,32466,0,0,,,9.323919926
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,1,1118.10372485783,8589934592.0,,,,,,,,,,,0,0,9095698790,40758025,6078017,459445,0,0,40757961,9095698726,459444,6078016,6046090,1,31917,459435,31917,0,459435,0,0,411427,0,0,,,61.460735308
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,2,1189.158974166761,8589934592.0,,,,,,,,,,,0,0,9091405592,39573303,6074334,446305,0,0,39572967,9091405256,446303,6074332,6045189,1,29135,446295,29135,0,446295,0,0,397574,0,0,,,57.788300061
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,3,1196.461933721807,8589934592.0,,,,,,,,,,,0,0,9092647921,39460937,6075259,445158,0,0,39460937,9092647921,445158,6075259,6045360,1,29892,445151,29892,0,445151,0,0,396092,0,0,,,57.435573663
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,4,1129.1604359742673,8589934592.0,,,,,,,,,,,0,0,9093273811,40224582,6075937,453580,0,0,40224790,9093274019,453580,6075937,6045555,1,30374,453572,30374,0,453572,0,0,401740,0,0,,,60.858912463
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,5,1190.9325864460823,8589934592.0,,,,,,,,,,,0,0,9091442652,39762795,6074261,448546,0,0,39762795,9091442652,448546,6074261,6045157,1,29097,448539,29097,0,448539,0,0,396341,0,0,,,57.702238065
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,6,1189.1610113773743,8589934592.0,,,,,,,,,,,0,0,9091740861,39668047,6074615,447526,0,0,39667711,9091740525,447524,6074613,6045241,1,29365,447517,29365,0,447517,0,0,396323,0,0,,,57.788202519
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,7,1156.168976257405,8589934592.0,,,,,,,,,,,0,0,9096617321,37383683,6078769,420998,0,0,37383619,9096617257,420997,6078768,6046258,1,32502,420989,32502,0,420989,0,0,412731,0,0,,,59.437226309
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,8,1148.9146257978973,8589934592.0,,,,,,,,,,,0,0,9093843667,38361026,6076671,432111,0,0,38360962,9093843603,432110,6076670,6046048,1,30615,432103,30615,0,432103,0,0,410162,0,0,,,59.812517049
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,9,1244.3666355747682,8589934592.0,,,,,,,,,,,0,0,9097487787,36853968,6079123,415329,0,0,36853968,9097487787,415329,6079123,6046055,1,33062,415323,33062,0,415323,0,0,412705,0,0,,,55.224460293
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,10,1196.4907858713002,8589934592.0,,,,,,,,,,,0,0,9091565655,39537828,6074716,445864,0,0,39537556,9091565383,445863,6074715,6045845,1,28862,445855,28862,0,445855,0,0,399700,0,0,,,57.434188216
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,11,1066.3250335517878,8589934592.0,,,,,,,,,,,0,0,9096929164,39145930,6079452,440982,0,0,39145866,9096929100,440981,6079451,6046802,1,32640,440972,32640,0,440972,0,0,421023,0,0,,,64.445149671
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,12,1317.046868194132,8589934592.0,,,,,,,,,,,0,0,9099002155,37685150,6079987,425203,0,0,37685150,9099002155,425203,6079987,6045829,1,34151,425196,34151,0,425196,0,0,405573,0,0,,,52.176941276
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,13,1175.3990381153408,8589934592.0,,,,,,,,,,,0,0,9096718175,37542475,6078854,423111,0,0,37542475,9096718175,423111,6078854,6046440,1,32408,423105,32408,0,423105,0,0,414433,0,0,,,58.464805672
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,14,1084.7082241461171,8589934592.0,,,,,,,,,,,0,0,9097386220,37588912,6079901,423365,0,0,37588912,9097386220,423365,6079901,6047274,1,32619,423357,32619,0,423357,0,0,417820,0,0,,,63.3529602
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,15,1161.7267024222676,8589934592.0,,,,,,,,,,,0,0,9092654403,39934802,6075420,450393,0,0,39934802,9092654403,450393,6075420,6045418,1,29996,450387,29996,0,450387,0,0,399766,0,0,,,59.152877326
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,16,1202.7357184109612,8589934592.0,,,,,,,,,,,0,0,9092629285,40299058,6075149,454581,0,0,40299058,9092629285,454581,6075149,6045158,1,29983,454573,29983,0,454573,0,0,400316,0,0,,,57.135973534
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,17,1146.965116472758,8589934592.0,,,,,,,,,,,0,0,9092720123,40460235,6075490,456333,0,0,40460235,9092720123,456333,6075490,6045561,1,29920,456324,29920,0,456324,0,0,399885,0,0,,,59.914181928
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,18,1281.685791030246,8589934592.0,,,,,,,,,,,0,0,9099344174,37818889,6080359,426311,0,0,37819097,9099344382,426311,6080359,6046100,1,34252,426304,34252,0,426304,0,0,411709,0,0,,,53.616476881
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,19,1207.2974224618658,8589934592.0,,,,,,,,,,,0,0,9094720428,37880944,6076905,426965,0,0,37881216,9094720700,426966,6076906,6045759,1,31139,426958,31139,0,426958,0,0,400420,0,0,,,56.920088279
../../results/baseline/client-timestamps/goracle-optimized/picoquic1,goracle-gard,picoquic,quic-go,none,20,1127.307957698267,8589934592.0,,,,,,,,,,,0,0,9097254497,39204031,6079182,441678,0,0,39204031,9097254497,441678,6079182,6046241,1,32934,441671,32934,0,441671,0,0,409821,0,0,,,60.958921342
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,1,1609.5288189359978,8589934592.0,,,,,,,,,,,0,0,9043353242,67822209,6042591,699322,0,0,67822481,9043353514,699323,6042592,6042588,0,0,699309,0,0,699308,0,0,6042587,0,0,,,42.695400123
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,2,1859.1729289374166,8589934592.0,,,,,,,,,,,0,0,9043511748,68874823,6046560,710343,0,0,68874759,9043511684,710342,6046559,6046554,0,0,710328,0,0,710329,0,0,6046556,0,0,,,36.962391228
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,3,1591.407112782482,8589934592.0,,,,,,,,,,,0,0,9045247352,68574786,6067790,706766,0,0,68574722,9045247288,706765,6067789,6067783,0,0,706756,0,0,706756,0,0,6067784,0,0,,,43.18158243
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,4,1552.1599329584674,8589934592.0,,,,,,,,,,,0,0,9045881621,70555097,6078201,728738,0,0,70555097,9045881621,728738,6078201,6078195,0,0,728729,0,0,728729,0,0,6078196,0,0,,,44.27345059
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,5,1523.8960165449535,8589934592.0,,,,,,,,,,,0,0,9045853662,70317208,6076382,725631,0,0,70317144,9045853598,725630,6076381,6076377,0,0,725624,0,0,725623,0,0,6076376,0,0,,,45.094597233
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,6,1590.7818383276942,8589934592.0,,,,,,,,,,,0,0,9043502640,67728337,6049975,703484,0,0,67728337,9043502640,703484,6049975,6049970,0,0,703477,0,0,703478,0,0,6049971,0,0,,,43.198555488
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,7,1574.2278776346468,8589934592.0,,,,,,,,,,,0,0,9045449558,69938203,6072136,722634,0,0,69938139,9045449494,722633,6072135,6072130,0,0,722626,0,0,722626,0,0,6072130,0,0,,,43.652813881
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,8,1597.3826141709555,8589934592.0,,,,,,,,,,,0,0,9045306032,70224212,6070926,725315,0,0,70224148,9045305968,725314,6070925,6070919,0,0,725301,0,0,725301,0,0,6070920,0,0,,,43.020047865
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,9,1553.6338224498631,8589934592.0,,,,,,,,,,,0,0,9045339368,70153905,6071498,724877,0,0,70153905,9045339368,724877,6071498,6071492,0,0,724870,0,0,724869,0,0,6071492,0,0,,,44.231450941
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,10,1751.3846859612347,8589934592.0,,,,,,,,,,,0,0,9044348875,68904785,6057493,710523,0,0,68904721,9044348811,710522,6057492,6057486,0,0,710515,0,0,710516,0,0,6057488,0,0,,,39.237226896
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,11,1547.1619445335066,8589934592.0,,,,,,,,,,,0,0,9045314574,70147756,6071167,724831,0,0,70147756,9045314574,724831,6071167,6071160,0,0,724817,0,0,724817,0,0,6071161,0,0,,,44.416473008
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,12,1568.088908945002,8589934592.0,,,,,,,,,,,0,0,9045311956,70150289,6071126,724939,0,0,70150289,9045311956,724939,6071126,6071120,0,0,724933,0,0,724933,0,0,6071120,0,0,,,43.823712103
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,13,1540.7200646820374,8589934592.0,,,,,,,,,,,0,0,9045408476,70617019,6071767,728520,0,0,70617019,9045408476,728520,6071767,6071761,0,0,728515,0,0,728514,0,0,6071761,0,0,,,44.602181444
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,14,1555.6068426396166,8589934592.0,,,,,,,,,,,0,0,9045487915,68200656,6070332,702459,0,0,68200656,9045487915,702459,6070332,6070325,0,0,702451,0,0,702452,0,0,6070327,0,0,,,44.175349393
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,15,1609.4996412559121,8589934592.0,,,,,,,,,,,0,0,9043048226,66927816,6045344,697110,0,0,66928088,9043048498,697111,6045345,6045339,0,0,697095,0,0,697095,0,0,6045339,0,0,,,42.696173783
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,16,1593.835870208077,8589934592.0,,,,,,,,,,,0,0,9044218148,69244808,6055363,714459,0,0,69244744,9044218084,714458,6055362,6055357,0,0,714447,0,0,714447,0,0,6055357,0,0,,,43.115780352
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,17,1559.907102557182,8589934592.0,,,,,,,,,,,0,0,9045577264,68284065,6072171,704032,0,0,68284273,9045577472,704032,6072171,6072167,0,0,704022,0,0,704022,0,0,6072167,0,0,,,44.05356939
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,18,1549.786882068236,8589934592.0,,,,,,,,,,,0,0,9044383760,69283649,6057870,715756,0,0,69283649,9044383760,715756,6057870,6057865,0,0,715741,0,0,715741,0,0,6057865,0,0,,,44.341242848
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,19,1620.1455203531152,8589934592.0,,,,,,,,,,,0,0,9045359111,70025038,6070622,723655,0,0,70025310,9045359383,723656,6070623,6070617,0,0,723634,0,0,723634,0,0,6070617,0,0,,,42.415619425
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,mvfst,none,20,1464.398464151404,8589934592.0,,,,,,,,,,,0,0,9045953579,69034745,6078059,711853,0,0,69034745,9045953579,711853,6078059,6078053,0,0,711833,0,0,711833,0,0,6078053,0,0,,,46.92676123
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,1,71.19509509156518,209715200.0,,,,,,,,,,,0,0,225661283,3417173,215862,34073,0,0,3417173,225661283,34073,215862,215860,0,0,34071,0,0,34070,0,0,215859,0,0,,,23.56512912
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,2,70.66904319172117,209715200.0,,,,,,,,,,,0,0,224989451,2563587,206221,27688,0,0,2563587,224989451,27688,206221,206218,0,0,27685,0,0,27685,0,0,206218,0,0,,,23.740545128
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,3,71.99067862087597,209715200.0,,,,,,,,,,,0,0,225443062,2607781,213219,27768,0,0,2608053,225443334,27769,213220,213216,0,0,27765,0,0,27765,0,0,213216,0,0,,,23.304706064
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,4,66.5550382292819,209715200.0,,,,,,,,,,,0,0,225055344,5845135,206264,51742,0,0,5844863,225055072,51741,206263,206259,0,0,51738,0,0,51738,0,0,206260,0,0,,,25.20803303
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,5,72.07661185085432,209715200.0,,,,,,,,,,,0,0,224956555,2622969,205696,28082,0,0,2622969,224956555,28082,205696,205694,0,0,28080,0,0,28079,0,0,205693,0,0,,,23.276920467
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,6,71.45249245546437,209715200.0,,,,,,,,,,,0,0,224983415,2571286,206131,27764,0,0,2571286,224983415,27764,206131,206128,0,0,27760,0,0,27760,0,0,206128,0,0,,,23.480238781
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,7,72.9191588287657,209715200.0,,,,,,,,,,,0,0,225011514,3915841,205982,37910,0,0,3916113,225011786,37911,205983,205979,0,0,37907,0,0,37907,0,0,205979,0,0,,,23.007966418
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,8,72.72848651484178,209715200.0,,,,,,,,,,,0,0,225524718,2787521,214317,29382,0,0,2787521,225524718,29382,214317,214314,0,0,29379,0,0,29379,0,0,214314,0,0,,,23.06828695
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,9,69.51782342443282,209715200.0,,,,,,,,,,,0,0,224991123,2554421,206246,27631,0,0,2554421,224991123,27631,206246,206242,1,0,27627,0,0,27627,0,0,206243,0,0,,,24.13369025
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,10,66.4424041631054,209715200.0,,,,,,,,,,,0,0,225015564,5631481,205673,49771,0,0,5631481,225015564,49771,205673,205670,0,0,49768,0,0,49768,0,0,205670,0,0,,,25.250766063
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,11,73.04645693978341,209715200.0,,,,,,,,,,,0,0,225425465,2439423,213020,26134,0,0,2439423,225425465,26134,213020,213018,0,0,26132,0,0,26132,0,0,213018,0,0,,,22.967871099
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,12,66.09856332325919,209715200.0,,,,,,,,,,,0,0,225051193,5829265,206199,51607,0,0,5829265,225051193,51607,206199,206196,0,0,51604,0,0,51604,0,0,206196,0,0,,,25.382118889
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,13,66.37079159432282,209715200.0,,,,,,,,,,,0,0,225068164,5780025,206451,51154,0,0,5780025,225068164,51154,206451,206448,0,0,51151,0,0,51151,0,0,206448,0,0,,,25.278011381
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,14,66.35213908640407,209715200.0,,,,,,,,,,,0,0,225044867,5541359,206136,49086,0,0,5541359,225044867,49086,206136,206133,0,0,49083,0,0,49083,0,0,206133,0,0,,,25.285117135
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,15,71.49714117394775,209715200.0,,,,,,,,,,,0,0,224964492,2653013,205795,28304,0,0,2653285,224964764,28305,205796,205792,0,0,28301,0,0,28301,0,0,205792,0,0,,,23.465575702
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,16,70.73111472563895,209715200.0,,,,,,,,,,,0,0,224979830,2551801,206032,27403,0,0,2551529,224979558,27402,206031,206028,0,0,27399,0,0,27399,0,0,206028,0,0,,,23.719711444
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,17,70.10340965942098,209715200.0,,,,,,,,,,,0,0,225029286,3269537,206254,29151,0,0,3269537,225029286,29151,206254,206251,0,0,29148,0,0,29149,0,0,206252,0,0,,,23.932096619
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,18,70.84776107150401,209715200.0,,,,,,,,,,,0,0,224986657,2575079,206140,27585,0,0,2575079,224986657,27585,206140,206137,0,0,27582,0,0,27582,0,0,206137,0,0,,,23.680657616
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,19,66.26512867086983,209715200.0,,,,,,,,,,,0,0,225066105,5859910,206408,51863,0,0,5860182,225066377,51864,206409,206404,1,0,51859,0,0,51859,0,0,206405,0,0,,,25.318317937
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,aioquic,mvfst,none,20,71.79282612456684,209715200.0,,,,,,,,,,,0,0,224980695,2578859,206078,27788,0,0,2578859,224980695,27788,206078,206075,0,0,27785,0,0,27785,0,0,206075,0,0,,,23.368931876
