logdir,hostpair,server,client,bw_limit,repetition,goodput,filesize,server_cpu,server_cpu_avg,client_cpu,client_cpu_avg,server_throughput_outgoing,server_throughput_incoming,client_throughput_outgoing,client_throughput_incoming,client_perf,server_perf,client_ethtool_rx_total_discard_pkts,client_ethtool_tx_total_discard_pkts,client_ethtool_rx_bytes,client_ethtool_tx_bytes,client_ethtool_rx_total_frames,client_ethtool_tx_total_frames,server_ethtool_rx_total_discard_pkts,server_ethtool_tx_total_discard_pkts,server_ethtool_rx_bytes,server_ethtool_tx_bytes,server_ethtool_rx_total_frames,server_ethtool_tx_total_frames,client_netstat_packets_received,client_netstat_packets_to_unknown_port_received,client_netstat_packet_receive_errors,client_netstat_packets_sent,client_netstat_receive_buffer_errors,client_netstat_send_buffer_errors,server_netstat_packets_received,server_netstat_packets_to_unknown_port_received,server_netstat_packet_receive_errors,server_netstat_packets_sent,server_netstat_receive_buffer_errors,server_netstat_send_buffer_errors,client_tc_stats,server_tc_stats,client_runtime
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,aioquic,none,15,146.84613109583685,209715200.0,,,,,,,,,,,0,0,239001957,900404,174292,9301,0,0,900404,239001957,9301,174292,162546,0,11744,9299,11744,0,9299,0,0,174290,0,0,,,11.425030759
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,aioquic,none,16,137.64288869955521,209715200.0,,,,,,,,,,,0,0,239266444,919941,174495,9475,0,0,919941,239266444,9475,174495,162596,0,11896,9472,11896,0,9472,0,0,174492,0,0,,,12.188944492
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,aioquic,none,17,132.59319616063985,209715200.0,,,,,,,,,,,0,0,239771956,900445,174478,9279,0,0,900173,239771684,9278,174477,162198,0,12277,9276,12277,0,9276,0,0,174475,0,0,,,12.653150442
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,aioquic,none,18,132.1140391624848,209715200.0,,,,,,,,,,,0,0,239769649,920585,174562,9475,0,0,920585,239769649,9475,174562,162309,0,12250,9472,12250,0,9472,0,0,174559,0,0,,,12.6990406
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,aioquic,none,19,134.68743156132973,209715200.0,,,,,,,,,,,0,0,240295413,898950,175011,9279,0,0,898950,240295413,9279,175011,162369,0,12641,9278,12641,0,9278,0,0,175010,0,0,,,12.456408022
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,aioquic,none,20,135.93762166430656,209715200.0,,,,,,,,,,,0,0,238861762,890599,174207,9202,0,0,890327,238861490,9201,174206,162600,0,11604,9199,11604,0,9200,0,0,174205,0,0,,,12.341848997
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,1,3834.1099196130776,8589934592.0,,,,,,,,,,,0,0,9085774210,6199944,5987123,74478,0,0,6199944,9085774210,74478,5987123,5986942,0,178,73985,178,0,73985,0,0,5987120,0,0,,,17.923188872
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,2,3848.44324950641,8589934592.0,,,,,,,,,,,0,0,9085505691,6815760,5986965,82899,0,0,6815760,9085505691,82899,5986965,5986962,0,0,77974,0,0,77974,0,0,5986962,0,24,,,17.856435596
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,3,3829.0586832785484,8589934592.0,,,,,,,,,,,0,0,9086614447,6336986,5987737,76485,0,0,6336986,9086614447,76485,5987737,5987008,0,730,74406,730,0,74407,0,0,5987734,0,26,,,17.946832485
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,4,4246.081889822357,8589934592.0,,,,,,,,,,,4032,0,9091493981,3432200,5989647,46890,0,0,3432200,9091493981,46890,5989647,5985612,0,0,19587,0,0,19588,0,0,5989645,0,2045,,,16.184209133
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,5,3917.3845544764868,8589934592.0,,,,,,,,,,,543,0,9087401214,7639032,5987119,92383,0,0,7639032,9087401214,92383,5987119,5985787,0,786,88924,786,0,88924,0,0,5987116,0,131,,,17.542182302
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,6,4060.4967053415385,8589934592.0,,,,,,,,,,,0,0,9087570129,3494245,5988758,48885,0,0,3494245,9087570129,48885,5988758,5987401,0,1354,16960,1354,0,16961,0,0,5988756,0,5719,,,16.923909326
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,7,4212.366475241187,8589934592.0,,,,,,,,,,,2395,0,9092535651,4487964,5990341,61396,0,0,4487964,9092535651,61396,5990341,5985632,0,2314,26167,2314,0,26170,0,0,5990338,0,3879,,,16.313746548
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,8,3801.0748702953524,8589934592.0,,,,,,,,,,,269,0,9085894541,7658380,5987053,92587,0,0,7658380,9085894541,92587,5987053,5986781,0,0,89480,0,0,89480,0,0,5987050,0,37,,,18.078958791
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,9,3831.5747321111157,8589934592.0,,,,,,,,,,,0,0,9086699453,11396082,5987785,139770,0,0,11396082,9086699453,139770,5987785,5986996,0,786,127451,786,0,127451,0,0,5987782,0,112,,,17.935047988
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,10,3767.806433282398,8589934592.0,,,,,,,,,,,141,0,9086804380,9063954,5986838,108987,0,0,9063954,9086804380,108987,5986838,5985908,0,786,108400,786,0,108400,0,0,5986835,0,0,,,18.238590715
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,11,3938.724892071124,8589934592.0,,,,,,,,,,,0,0,9088080318,3988588,5987430,56885,0,0,3988588,9088080318,56885,5987430,5985634,0,1793,15946,1793,0,15946,0,0,5987427,0,8027,,,17.447137677
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,12,3758.3597334410097,8589934592.0,,,,,,,,,,,62,0,9086020933,7530867,5987301,90566,0,0,7530595,9086020661,90565,5987300,5986957,0,278,89732,278,0,89733,0,0,5987298,0,10,,,18.284433307
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,13,3744.2845956931897,8589934592.0,,,,,,,,,,,0,0,9086699209,11125222,5987778,134594,0,0,11125222,9086699209,134594,5987778,5986989,0,786,130615,786,0,130615,0,0,5987775,0,72,,,18.353166306
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,14,3792.7705741019026,8589934592.0,,,,,,,,,,,0,0,9086696733,7596332,5987757,92034,0,0,7596332,9086696733,92034,5987757,5986968,0,786,88349,786,0,88349,0,0,5987754,0,37,,,18.118542492
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,15,3763.3381554300063,8589934592.0,,,,,,,,,,,0,0,9086697611,10789295,5987757,129924,0,0,10789295,9086697611,129924,5987757,5986967,0,787,128751,787,0,128751,0,0,5987754,0,24,,,18.26024477
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,16,3802.6656455317566,8589934592.0,,,,,,,,,,,0,0,9086696289,8893752,5987761,108395,0,0,8893752,9086696289,108395,5987761,5986971,0,787,101440,787,0,101440,0,0,5987758,0,51,,,18.071396576
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,17,3762.911793981858,8589934592.0,,,,,,,,,,,0,0,9085505126,10331419,5986948,125926,0,0,10331419,9085505126,125926,5986948,5986946,0,0,118160,0,0,118159,0,0,5986945,0,0,,,18.262314156
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,18,3811.6426677597306,8589934592.0,,,,,,,,,,,0,0,9086696049,5838892,5987748,70397,0,0,5838892,9086696049,70397,5987748,5986959,0,786,68702,786,0,68703,0,0,5987746,0,18,,,18.028834773
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,19,3766.73766275766,8589934592.0,,,,,,,,,,,0,0,9086695304,9553974,5987733,114911,0,0,9554246,9086695576,114912,5987734,5986942,1,787,114897,787,0,114897,0,0,5987730,0,0,,,18.243765169
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,lsquic-goracle,lsquic-goracle,none,20,4145.958190058276,8589934592.0,,,,,,,,,,,1708,0,9090270931,3859336,5988610,53634,0,0,3859336,9090270931,53634,5988610,5985367,0,1532,19755,1532,0,19755,0,0,5988607,0,3841,,,16.57505335
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,1,1916.4062562328297,8589934592.0,,,,,,,,,,,0,0,9131657750,11019076,6548893,114732,0,0,11019076,9131657750,114732,6548893,6548888,0,0,114727,0,0,114727,0,0,6548888,0,0,,,35.858512214
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,2,1926.102916341583,8589934592.0,,,,,,,,,,,0,0,9129029640,12189225,6545959,127348,0,0,12189497,9129029912,127349,6545960,6545548,0,406,127343,406,0,127343,0,0,6545954,0,0,,,35.677988223
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,3,1904.4128962657678,8589934592.0,,,,,,,,,,,0,0,9126738972,13507813,6545530,141662,0,0,13507813,9126738972,141662,6545530,6544972,0,554,141658,554,0,141657,0,0,6545525,0,0,,,36.084336952
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,4,1924.894016886928,8589934592.0,,,,,,,,,,,0,0,9130269016,12115321,6548843,126507,0,0,12115049,9130268744,126506,6548842,6548025,0,812,126501,812,0,126501,0,0,6548837,0,0,,,35.700395571
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,5,1940.708002781627,8589934592.0,,,,,,,,,,,0,0,9130827582,10401501,6549129,108376,0,0,10401501,9130827582,108376,6549129,6548020,0,1103,108370,1103,0,108371,0,0,6549124,0,0,,,35.409487892
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,6,1912.1158149988262,8589934592.0,,,,,,,,,,,0,0,9123762745,10528228,6542254,109795,0,0,10528500,9123763017,109796,6542255,6542249,0,0,109790,0,0,109790,0,0,6542249,0,0,,,35.938972039
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,7,1940.4622767533672,8589934592.0,,,,,,,,,,,0,0,9125300265,11919558,6543764,124746,0,0,11919558,9125300265,124746,6543764,6543041,0,718,124741,718,0,124742,0,0,6543760,0,0,,,35.413971559
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,8,1929.4175050936788,8589934592.0,,,,,,,,,,,0,0,9124791200,10270488,6544162,107225,0,0,10270216,9124790928,107224,6544161,6543854,0,302,107219,302,0,107219,0,0,6544156,0,0,,,35.616696094
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,9,1943.4079574112136,8589934592.0,,,,,,,,,,,0,0,9127604163,10151957,6548195,105875,0,0,10151957,9127604163,105875,6548195,6547508,0,682,105870,682,0,105870,0,0,6548190,0,0,,,35.360293576
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,10,1941.789794398442,8589934592.0,,,,,,,,,,,0,0,9138913467,11020812,6552233,114614,0,0,11021084,9138913739,114615,6552234,6551312,0,917,114610,917,0,114610,0,0,6552229,0,0,,,35.3897612
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,11,1937.2089403437149,8589934592.0,,,,,,,,,,,0,0,9122593414,11008479,6542464,115148,0,0,11008415,9122593350,115147,6542463,6542329,0,131,115144,131,0,115144,0,0,6542460,0,0,,,35.473445644
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,12,1954.4317229209032,8589934592.0,,,,,,,,,,,0,0,9143127672,10224555,6556226,106012,0,0,10224283,9143127400,106011,6556225,6555725,0,497,106008,497,0,106008,0,0,6556222,0,0,,,35.160847831
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,13,1924.0463140961208,8589934592.0,,,,,,,,,,,0,0,9130884014,11699222,6546964,121988,0,0,11699158,9130883950,121987,6546963,6546960,0,0,121984,0,0,121983,0,0,6546959,0,0,,,35.716123978
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,14,1919.2524448102495,8589934592.0,,,,,,,,,,,0,0,9124226052,11326024,6543308,118427,0,0,11326024,9124226052,118427,6543308,6542631,0,673,118423,673,0,118423,0,0,6543304,0,0,,,35.805335067
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,15,1935.4064646729444,8589934592.0,,,,,,,,,,,0,0,9127027897,11340205,6545989,118341,0,0,11340141,9127027833,118340,6545988,6545985,0,0,118337,0,0,118337,0,0,6545985,0,0,,,35.506483245
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,16,1933.593575175621,8589934592.0,,,,,,,,,,,0,0,9129144211,9917192,6546689,103280,0,0,9916856,9129143875,103278,6546687,6546036,0,648,103275,648,0,103275,0,0,6546684,0,0,,,35.539772756
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,17,1946.3879538741062,8589934592.0,,,,,,,,,,,0,0,9132789496,9663599,6547346,100447,0,0,9663535,9132789432,100446,6547345,6546617,0,724,100442,724,0,100442,0,0,6547341,0,0,,,35.30615629
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,18,1956.4751217574815,8589934592.0,,,,,,,,,,,0,0,9132433108,10635945,6550551,110803,0,0,10635881,9132433044,110802,6550550,6549524,0,1023,110799,1023,0,110799,0,0,6550547,0,0,,,35.124124477
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,19,1933.1221492701227,8589934592.0,,,,,,,,,,,0,0,9129427563,12485459,6548252,130710,0,0,12485459,9129427563,130710,6548252,6547644,0,605,130707,605,0,130707,0,0,6548249,0,0,,,35.548440363
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quic-go,none,20,1943.316562937962,8589934592.0,,,,,,,,,,,0,0,9124274007,8949361,6540856,93225,0,0,8949089,9124273735,93224,6540855,6540852,0,0,93221,0,0,93221,0,0,6540852,0,0,,,35.361957402
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,1,1619.6965637541064,8589934592.0,,,,,,,,,,,0,0,9122568011,24153457,7138175,293435,0,0,24153457,9122568011,293435,7138175,7138169,1,0,293429,0,0,293429,0,0,7138170,0,0,,,42.427377029
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,2,1602.5999241837596,8589934592.0,,,,,,,,,,,0,0,9123273932,23760316,7138726,288483,0,0,23760524,9123274140,288483,7138726,7138721,1,0,288478,0,0,288479,0,0,7138723,0,0,,,42.879995388
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,3,1594.3876000618086,8589934592.0,,,,,,,,,,,0,0,9122915560,32835609,7138446,399600,0,0,32835609,9122915560,399600,7138446,7138441,1,0,399595,0,0,399595,0,0,7138442,0,0,,,43.100860127
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,4,1622.1335466546464,8589934592.0,,,,,,,,,,,0,0,9122801701,27142431,7138357,329790,0,0,27142639,9122801909,329790,7138357,7138352,1,0,329785,0,0,329785,0,0,7138353,0,0,,,42.363636485
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,5,1626.1017618066487,8589934592.0,,,,,,,,,,,0,0,9122795014,19799306,7138351,240022,0,0,19799306,9122795014,240022,7138351,7138346,1,0,240017,0,0,240017,0,0,7138347,0,0,,,42.260256222
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,6,1643.0346357781452,8589934592.0,,,,,,,,,,,0,0,9122985939,19440811,7138502,235687,0,0,19440811,9122985939,235687,7138502,7138497,1,0,235682,0,0,235683,0,0,7138499,0,0,,,41.824728515
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,7,1591.3073925405463,8589934592.0,,,,,,,,,,,0,0,9122550341,24260609,7138161,294808,0,0,24260545,9122550277,294807,7138160,7138155,1,0,294802,0,0,294802,0,0,7138156,0,0,,,43.18428798
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,8,1634.234329251212,8589934592.0,,,,,,,,,,,0,0,9122691557,22476003,7138270,272882,0,0,22476003,9122691557,272882,7138270,7138265,1,0,272877,0,0,272877,0,0,7138266,0,0,,,42.049953188
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,9,1615.0679261096097,8589934592.0,,,,,,,,,,,0,0,9122969229,27430289,7138489,333533,0,0,27430289,9122969229,333533,7138489,7138484,1,0,333528,0,0,333528,0,0,7138485,0,0,,,42.548969814
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,10,1633.6256718907268,8589934592.0,,,,,,,,,,,0,0,9122877220,20544834,7138416,249229,0,0,20544834,9122877220,249229,7138416,7138411,1,0,249224,0,0,249225,0,0,7138413,0,0,,,42.065620365
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,11,1609.0055154750187,8589934592.0,,,,,,,,,,,0,0,9123036741,25851169,7138543,314053,0,0,25851105,9123036677,314052,7138542,7138535,1,0,314045,0,0,314045,0,0,7138536,0,0,,,42.709286066
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,12,1634.3543504610868,8589934592.0,,,,,,,,,,,0,0,9129136109,20156427,7143316,244642,0,0,20156363,9129136045,244641,7143315,7142185,1,1123,244634,1123,0,244634,0,0,7143309,0,0,,,42.046865214
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,13,1677.5851733346587,8589934592.0,,,,,,,,,,,0,0,9122423098,15515030,7138061,187852,0,0,15515030,9122423098,187852,7138061,7138055,1,0,187846,0,0,187846,0,0,7138056,0,0,,,40.963330914
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,14,1615.7725415094117,8589934592.0,,,,,,,,,,,0,0,9122427496,25708245,7138067,312440,0,0,25708181,9122427432,312439,7138066,7138060,1,0,312433,0,0,312433,0,0,7138061,0,5,,,42.530414662
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,15,1624.0433972656404,8589934592.0,,,,,,,,,,,0,0,9123116030,23610964,7138604,286589,0,0,23611172,9123116238,286589,7138604,7138598,1,0,286583,0,0,286583,0,0,7138599,0,0,,,42.313818806
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,16,1693.8295217606494,8589934592.0,,,,,,,,,,,0,0,9124584824,14642047,7139754,177035,0,0,14642047,9124584824,177035,7139754,7139747,2,0,177028,0,0,177028,0,0,7139749,0,0,,,40.570480683
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,17,1673.5685676881326,8589934592.0,,,,,,,,,,,0,0,9122205458,15887745,7137891,192421,0,0,15887889,9122205602,192420,7137890,7137885,1,0,192415,0,0,192415,0,0,7137886,0,0,,,41.061644251
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,18,1639.6169970596425,8589934592.0,,,,,,,,,,,0,0,9122694820,18768989,7138273,227564,0,0,18768989,9122694820,227564,7138273,7138270,1,0,227561,0,0,227560,0,0,7138270,0,0,,,41.911908482
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,19,1640.3390891246074,8589934592.0,,,,,,,,,,,0,0,9122534150,33900820,7138149,412465,0,0,33900756,9122534086,412464,7138148,7138142,1,0,412458,0,0,412459,0,0,7138144,0,0,,,41.893458279
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,quic-go,none,20,1667.9006135309417,8589934592.0,,,,,,,,,,,0,0,9125000137,16275831,7140079,196936,0,0,16275559,9124999865,196935,7140078,7140073,1,0,196930,0,0,196930,0,0,7140074,0,0,,,41.201182632
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,1,137.78963209812383,209715200.0,,,,,,,,,,,0,0,223607738,850291,174978,10350,0,0,850291,223607738,10350,174978,174975,0,0,10347,0,0,10347,0,0,174975,0,0,,,12.175964273
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,2,141.76237848808742,209715200.0,,,,,,,,,,,0,0,223604880,818023,174974,9959,0,0,818295,223605152,9960,174975,174973,0,0,9958,0,0,9957,0,0,174972,0,0,,,11.834744781
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,3,142.78162114328845,209715200.0,,,,,,,,,,,0,0,223599498,811486,174971,9877,0,0,811214,223599226,9876,174970,174968,0,0,9874,0,0,9875,0,0,174969,0,0,,,11.750262753
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,4,140.366428885411,209715200.0,,,,,,,,,,,0,0,223606748,838053,174977,10201,0,0,838053,223606748,10201,174977,174974,0,0,10198,0,0,10198,0,0,174974,0,0,,,11.952442205
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,5,141.4492233587439,209715200.0,,,,,,,,,,,0,0,223605326,822776,174975,10017,0,0,823048,223605598,10018,174976,174973,0,0,10015,0,0,10015,0,0,174973,0,0,,,11.860946178
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,6,143.5371839679491,209715200.0,,,,,,,,,,,0,0,223604446,808865,174975,9845,0,0,808865,223604446,9845,174975,174972,0,0,9842,0,0,9845,0,0,174972,0,0,,,11.688410378
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,7,139.67783514381296,209715200.0,,,,,,,,,,,0,0,223604512,850356,174976,10351,0,0,850356,223604512,10351,174976,174973,0,0,10348,0,0,10348,0,0,174973,0,0,,,12.011365802
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,8,142.406017016014,209715200.0,,,,,,,,,,,0,0,223604910,817682,174975,9955,0,0,817954,223605182,9956,174976,174973,0,0,9953,0,0,9954,0,0,174974,0,0,,,11.781255166
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,9,136.38543815402,209715200.0,,,,,,,,,,,0,0,223602694,853225,174973,10386,0,0,853161,223602630,10385,174972,174970,0,0,10383,0,0,10386,0,0,174970,0,0,,,12.301324654
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,10,139.18661210774368,209715200.0,,,,,,,,,,,0,0,223607610,849399,174977,10339,0,0,849399,223607610,10339,174977,174975,0,0,10337,0,0,10337,0,0,174975,0,0,,,12.053757398
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,11,143.04998909041518,209715200.0,,,,,,,,,,,0,0,223604430,812287,174974,9889,0,0,812559,223604702,9890,174975,174972,0,0,9887,0,0,9887,0,0,174972,0,0,,,11.728219645
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,12,139.0823962849719,209715200.0,,,,,,,,,,,0,0,223607770,850511,174978,10353,0,0,850447,223607706,10352,174977,174975,0,0,10350,0,0,10350,0,0,174975,0,0,,,12.062788712
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,13,139.02286999105232,209715200.0,,,,,,,,,,,0,0,223607640,849980,174977,10346,0,0,849980,223607640,10346,174977,174975,0,0,10344,0,0,10344,0,0,174975,0,0,,,12.067954312
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,14,142.25753191235344,209715200.0,,,,,,,,,,,0,0,223599806,819427,174969,9976,0,0,819699,223600078,9977,174970,174969,0,0,9974,0,0,9974,0,0,174967,0,0,,,11.793551447
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,15,140.80245033561107,209715200.0,,,,,,,,,,,0,0,223606460,833660,174977,10147,0,0,833596,223606396,10146,174976,174977,0,0,10145,0,0,10148,0,0,174974,0,0,,,11.915429101
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,16,137.61740638863992,209715200.0,,,,,,,,,,,0,0,223602566,851711,174972,10367,0,0,851711,223602566,10367,174972,174970,0,0,10365,0,0,10365,0,0,174970,0,0,,,12.191202232
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,17,139.37483089274758,209715200.0,,,,,,,,,,,0,0,223607048,844905,174977,10287,0,0,845177,223607320,10288,174978,174975,0,0,10285,0,0,10291,0,0,174975,0,0,,,12.037478621
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,18,136.89850742809884,209715200.0,,,,,,,,,,,0,0,223602694,852749,174973,10380,0,0,852749,223602694,10380,174973,174970,0,0,10377,0,0,10377,0,0,174970,0,0,,,12.255221808
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,19,141.8909883256267,209715200.0,,,,,,,,,,,0,0,223599852,817504,174970,9950,0,0,817440,223599788,9949,174969,174967,0,0,9947,0,0,9947,0,0,174967,0,0,,,11.824018094
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,mvfst,aioquic,none,20,143.06661563849678,209715200.0,,,,,,,,,,,0,0,223604206,809595,174973,9856,0,0,809867,223604478,9857,174974,174972,0,0,9855,0,0,9855,0,0,174972,0,0,,,11.726856431
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quiche-goracle,none,1,2457.765831501559,8589934592.0,,,,,,,,,,,0,0,9251760288,47567741,6627352,496625,0,0,47567741,9251760288,496625,6627352,6625962,0,1388,496623,1388,0,496622,0,0,6627349,0,0,,,27.960139583
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quiche-goracle,none,2,2584.492495794432,8589934592.0,,,,,,,,,,,0,0,9249691976,40408648,6625871,422054,0,0,40408648,9249691976,422054,6625871,6625058,0,809,422051,809,0,422051,0,0,6625867,0,0,,,26.589156824
../../results/baseline/client-timestamps/goracle-optimized/run1,goracle-gard,quiche-goracle,quiche-goracle,none,3,2574.518558591311,8589934592.0,,,,,,,,,,,0,0,9248320265,39803287,6624883,415769,0,0,39803559,9248320537,415770,6624884,6624880,0,0,415766,0,0,415766,0,0,6624880,0,0,,,26.692166607
