logdir,hostpair,server,client,bw_limit,repetition,goodput,server_cpu,server_cpu_avg,client_cpu,client_cpu_avg,server_throughput_outgoing,server_throughput_incoming,client_throughput_outgoing,client_throughput_incoming,client_perf,server_perf,client_ethtool_rx_total_discard_pkts,client_ethtool_tx_total_discard_pkts,client_ethtool_rx_bytes,client_ethtool_tx_bytes,client_ethtool_rx_total_frames,client_ethtool_tx_total_frames,server_ethtool_rx_total_discard_pkts,server_ethtool_tx_total_discard_pkts,server_ethtool_rx_bytes,server_ethtool_tx_bytes,server_ethtool_rx_total_frames,server_ethtool_tx_total_frames,client_netstat_packets_received,client_netstat_packets_to_unknown_port_received,client_netstat_packet_receive_errors,client_netstat_packets_sent,client_netstat_receive_buffer_errors,client_netstat_send_buffer_errors,server_netstat_packets_received,server_netstat_packets_to_unknown_port_received,server_netstat_packet_receive_errors,server_netstat_packets_sent,server_netstat_receive_buffer_errors,server_netstat_send_buffer_errors,client_tc_stats,server_tc_stats,client_runtime
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,quiche,lsquic,none,24,2491.0861695452245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.586149428
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,quiche,lsquic,none,25,2589.5960804552024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.536755189
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,quiche,lsquic,none,26,2603.3354062940807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.396704752
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,quiche,lsquic,none,27,2423.5936784634127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.354372539
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,quiche,lsquic,none,28,2585.7890295409456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.575824829
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,quiche,lsquic,none,29,2546.3460836013437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98748457
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,quiche,lsquic,none,30,2494.3291595832548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55028396
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,1,1519.36372701522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.229115163
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,2,1490.9259097038755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.091812372
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,3,1495.0026075941794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.966124128
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,4,1505.3958234498994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.648775487
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,5,1483.35693517819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.327000239
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,6,1480.4641069709817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.417523172
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,7,1511.0522757484707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.477895345
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,8,1498.5292241482496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.857949649
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,9,1486.8103906595923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.219394361
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,10,1428.8629039476818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.093820563
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,11,1433.7195747920887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.930904502
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,12,1525.449116572437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.04868553
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,13,1500.1045352050496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.809792539
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,14,1465.46498907749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.892609189
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,15,1438.7035544245894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.764862045
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,16,1499.3300251240055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.833456001
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,17,1442.8622964319331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.62718923
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,18,1488.3574074089315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.171354893
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,19,1516.9122375266018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.302209911
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,20,1496.1469293658256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.930968226
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,21,1514.5725210152393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.372193158
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,22,1468.1824940807567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.805814701
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,23,1542.3216493199795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.555866218
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,24,1409.0316197755812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.770713016
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,25,1243.4135714413665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.266790655
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,26,1449.7229986086184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.401798699
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,27,1784.7163935240274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.50442377
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,28,1121.5830177197756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.270076172
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,29,1586.214342907667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.322944695
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,lsquic,none,30,1487.2459193704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.205859869
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,1,68.44003360400323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.513745165
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,2,67.21706734633143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.959756769
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,3,69.49820391066417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.140503349
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,4,69.21075589861772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.240763475
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,5,72.97638104620259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.989926294
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,6,69.61678645465736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.099383239
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,7,70.49075081829896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.800591832
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,8,86.6712117194377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.357310973
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,9,68.70863743725201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.417913585
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,10,70.04076481175906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.953502035
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,11,70.19710710638547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.900153838
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,12,65.64524034703219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.557399883
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,13,67.36628674957896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.904469403
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,14,64.86926056336122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.863121948
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,15,67.84516587478598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.728683668
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,16,69.96713334453771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.978710275
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,17,98.33016120030997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.062126012
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,18,67.5323567076192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.843226076
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,19,88.164000060117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.029553903
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,20,72.23636595435447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.225442108
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,21,66.07910571863046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.38959321
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,22,72.95029781965904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.998146358
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,23,66.68549910553865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.158716817
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,24,66.57883521912734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.199022951
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,25,71.12822315617177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.587284191
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,26,79.25368619137679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16900394
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,27,65.74125137724914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.520073843
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,28,78.39853532094294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.399909233
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,29,71.23204244945401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.552905642
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,aioquic,mvfst,none,30,70.15484422015702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.91455123
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,1,1488.4330035327378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.169008961
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,2,1588.4092197686984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.263080515
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,3,1531.5111199206854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.870374028
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,4,1452.357763669032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.315805005
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,5,1587.9179031874298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.276467702
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,6,1541.1786292784768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.588910879
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,7,1671.0426920372045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.123711275
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,8,1572.7689897395267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.693306369
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,9,1447.6963616619107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.468156218
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,10,1537.6822221234686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.690297679
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,11,1518.3034786095548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.260698942
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,12,1474.5056047410435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.605097734
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,13,1561.6382358852975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.004735452
../../results/baseline/client-timestamps/goracle/run2,goracle-gard,mvfst,quiche,none,14,1588.151411330095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.270103561
